,0,1
0,120,183
1,120,182
2,120,182
3,120,183
4,120,183
5,120,183
6,120,183
7,120,183
8,120,183
9,120,183
10,120,183
11,120,182
12,120,182
13,120,182
14,120,182
15,120,182
16,120,182
17,120,182
18,120,182
19,120,182
20,120,182
21,120,182
22,120,182
23,120,182
24,120,182
25,120,182
26,120,182
27,120,182
28,120,182
29,120,182
30,120,182
31,120,182
32,120,182
33,120,182
34,120,183
35,121,183
36,121,183
37,121,183
38,121,183
39,121,183
40,121,183
41,121,183
42,121,182
43,121,182
44,121,182
45,121,182
46,121,182
47,122,183
48,122,182
49,122,182
50,122,183
51,122,183
52,123,183
53,123,183
54,123,183
55,123,182
56,123,182
57,123,182
58,124,182
59,125,183
60,125,183
61,125,182
62,125,182
63,125,183
64,127,183
65,127,183
66,127,183
67,127,183
68,127,183
69,128,183
70,128,183
71,129,183
72,129,183
73,130,183
74,131,183
75,131,183
76,131,183
77,131,183
78,132,183
79,133,183
80,133,183
81,133,183
82,133,183
83,136,183
84,136,183
85,137,183
86,137,183
87,139,183
88,139,183
89,139,183
90,142,183
91,143,183
92,143,183
93,143,183
94,143,183
95,146,183
96,147,183
97,147,183
98,151,183
99,151,183
100,151,183
101,154,183
102,155,183
103,155,183
104,156,183
105,159,183
106,160,183
107,161,184
108,164,183
109,164,183
110,165,184
111,165,183
112,169,184
113,170,184
114,170,184
115,171,184
116,172,184
117,173,184
118,176,184
119,177,184
120,177,184
121,178,184
122,178,184
123,182,184
124,183,184
125,184,184
126,185,184
127,185,184
128,189,184
129,190,184
130,190,185
131,191,185
132,195,185
133,196,185
134,197,185
135,197,185
136,198,185
137,203,185
138,203,185
139,204,185
140,205,185
141,209,185
142,209,185
143,210,185
144,211,185
145,215,185
146,215,185
147,216,185
148,217,185
149,221,185
150,221,185
151,222,185
152,223,185
153,227,185
154,227,185
155,228,185
156,229,185
157,234,186
158,235,186
159,235,186
160,236,186
161,241,186
162,242,186
163,243,186
164,243,186
165,247,186
166,248,186
167,248,186
168,249,186
169,250,186
170,255,187
171,255,187
172,257,187
173,257,187
174,258,187
175,261,187
176,262,187
177,263,187
178,263,187
179,264,187
180,268,187
181,269,187
182,270,187
183,271,187
184,272,187
185,276,187
186,277,187
187,278,187
188,279,187
189,279,187
190,280,187
191,284,187
192,284,187
193,285,187
194,287,187
195,287,187
196,292,187
197,293,188
198,294,188
199,295,188
200,295,188
201,301,188
202,301,188
203,302,188
204,303,188
205,303,188
206,308,188
207,310,188
208,311,188
209,311,188
210,316,188
211,317,189
212,319,189
213,319,189
214,320,188
215,321,189
216,326,189
217,327,189
218,327,189
219,327,189
220,331,189
221,332,189
222,333,189
223,333,189
224,337,189
225,338,189
226,339,189
227,342,192
228,344,189
229,345,189
230,347,189
231,347,189
232,348,189
233,349,189
234,353,190
235,355,189
236,356,190
237,356,190
238,357,190
239,361,190
240,363,190
241,363,190
242,364,190
243,368,190
244,370,190
245,371,191
246,371,191
247,373,191
248,378,191
249,379,191
250,379,191
251,380,191
252,384,191
253,386,191
254,390,191
255,392,191
256,393,191
257,393,191
258,395,191
259,399,191
260,399,191
261,400,191
262,401,191
263,405,191
264,406,191
265,407,191
266,411,192
267,413,192
268,413,192
269,415,192
270,415,192
271,420,192
272,421,192
273,423,192
274,423,193
275,424,192
276,429,193
277,430,193
278,431,193
279,431,193
280,435,193
281,437,193
282,437,193
283,441,193
284,443,193
285,443,193
286,444,193
287,447,193
288,448,193
289,449,193
290,449,193
291,450,193
292,453,193
293,455,193
294,455,193
295,455,194
296,456,194
297,457,193
298,460,194
299,461,193
300,461,194
301,462,194
302,465,194
303,466,194
304,467,194
305,467,194
306,467,194
307,471,194
308,471,195
309,472,194
310,473,194
311,476,195
312,477,195
313,477,195
314,478,195
315,478,194
316,481,195
317,482,195
318,483,195
319,483,195
320,486,195
321,487,195
322,488,195
323,491,195
324,492,195
325,492,195
326,493,195
327,495,195
328,497,195
329,500,195
330,501,195
331,503,195
332,504,196
333,504,195
334,505,195
335,507,195
336,507,195
337,507,195
338,507,196
339,509,196
340,510,196
341,511,195
342,511,195
343,511,196
344,513,196
345,513,196
346,515,196
347,516,196
348,516,196
349,517,196
350,517,196
351,519,196
352,519,196
353,519,196
354,519,196
355,519,196
356,519,196
357,520,196
358,521,196
359,521,196
360,521,196
361,522,196
362,522,196
363,522,196
364,523,196
365,523,196
366,523,196
367,523,196
368,524,196
369,524,196
370,524,196
371,524,196
372,524,196
373,525,196
374,525,196
375,525,196
376,525,197
377,525,197
378,525,197
379,525,197
380,525,197
381,525,197
382,526,197
383,526,197
384,526,197
385,526,197
386,526,197
387,526,196
388,526,196
389,526,196
390,527,196
