,0,1
0,120,183
1,120,183
2,120,183
3,120,183
4,120,183
5,120,183
6,120,183
7,120,183
8,120,182
9,120,182
10,120,182
11,120,182
12,120,182
13,120,182
14,120,182
15,120,182
16,120,182
17,120,182
18,120,182
19,120,182
20,120,182
21,120,182
22,120,182
23,120,182
24,120,182
25,120,182
26,120,182
27,120,182
28,120,182
29,120,182
30,120,182
31,120,183
32,120,183
33,120,182
34,120,182
35,120,182
36,120,182
37,120,183
38,120,183
39,120,183
40,120,183
41,120,183
42,121,183
43,121,183
44,121,183
45,121,183
46,121,183
47,121,183
48,121,182
49,121,182
50,121,182
51,121,182
52,121,182
53,121,182
54,121,182
55,122,183
56,122,183
57,123,183
58,123,182
59,123,182
60,123,182
61,123,182
62,123,182
63,124,182
64,125,182
65,125,183
66,125,183
67,125,182
68,126,182
69,126,182
70,126,182
71,126,182
72,127,182
73,127,182
74,128,182
75,128,182
76,129,183
77,129,182
78,130,182
79,131,183
80,131,183
81,131,183
82,131,183
83,131,183
84,133,183
85,133,183
86,133,183
87,133,183
88,134,183
89,137,183
90,137,183
91,137,183
92,139,183
93,140,183
94,140,183
95,141,183
96,143,183
97,144,183
98,144,183
99,147,183
100,149,183
101,149,183
102,150,183
103,154,183
104,155,183
105,155,183
106,156,183
107,156,183
108,161,184
109,161,183
110,162,183
111,163,184
112,163,184
113,163,183
114,167,184
115,168,184
116,168,184
117,169,184
118,173,184
119,174,184
120,175,184
121,179,184
122,179,184
123,180,184
124,181,184
125,181,184
126,186,184
127,187,184
128,187,184
129,189,184
130,190,184
131,195,185
132,196,185
133,197,185
134,198,185
135,199,185
136,205,185
137,206,185
138,207,185
139,209,185
140,209,185
141,214,185
142,216,185
143,217,185
144,217,185
145,218,185
146,222,185
147,225,185
148,231,185
149,232,186
150,233,186
151,233,186
152,238,186
153,240,186
154,241,186
155,242,186
156,248,186
157,249,186
158,250,186
159,251,186
160,252,186
161,253,186
162,259,187
163,261,187
164,262,187
165,263,187
166,263,187
167,264,187
168,269,187
169,271,187
170,271,187
171,277,187
172,279,187
173,280,187
174,281,187
175,282,187
176,289,187
177,289,187
178,291,187
179,291,188
180,297,188
181,299,188
182,300,188
183,302,188
184,302,188
185,309,188
186,310,188
187,311,188
188,312,188
189,313,189
190,318,189
191,319,189
192,321,189
193,321,189
194,327,189
195,329,189
196,329,189
197,330,189
198,331,189
199,338,189
200,340,189
201,341,189
202,341,189
203,342,189
204,348,189
205,349,189
206,350,189
207,351,189
208,351,190
209,357,190
210,359,190
211,359,190
212,360,190
213,361,190
214,367,190
215,369,190
216,375,191
217,377,191
218,377,191
219,378,191
220,379,191
221,385,191
222,385,191
223,387,191
224,387,191
225,393,191
226,395,191
227,396,191
228,401,191
229,403,191
230,404,192
231,405,192
232,406,192
233,413,192
234,414,192
235,415,192
236,416,192
237,416,192
238,421,193
239,422,192
240,423,192
241,423,193
242,425,193
243,431,193
244,433,193
245,433,193
246,438,193
247,440,193
248,441,193
249,441,193
250,446,193
251,447,193
252,448,193
253,449,193
254,449,193
255,454,194
256,455,194
257,456,194
258,457,194
259,461,194
260,463,194
261,463,194
262,467,194
263,469,194
264,469,194
265,470,194
266,471,195
267,475,195
268,477,195
269,477,195
270,477,195
271,478,195
272,482,195
273,483,195
274,484,195
275,485,195
276,485,195
277,489,195
278,489,195
279,490,195
280,493,195
281,495,195
282,495,195
283,495,195
284,495,195
285,497,195
286,499,195
287,500,196
288,500,195
289,501,195
290,503,196
291,504,196
292,505,195
293,505,195
294,507,196
295,508,196
296,509,196
297,509,195
298,509,196
299,510,196
300,512,196
301,513,196
302,513,196
303,513,196
304,515,197
305,516,196
306,516,196
307,517,196
308,517,196
309,518,196
310,519,196
311,519,196
312,519,196
313,519,196
314,520,196
315,521,196
316,521,196
317,521,196
318,521,196
319,522,196
320,522,196
321,523,196
322,523,196
323,523,196
324,523,196
325,523,196
326,524,196
327,524,196
328,524,196
329,525,196
330,525,197
331,525,197
332,525,197
333,525,197
334,525,197
335,525,197
336,525,197
337,525,197
338,525,197
339,526,197
340,526,197
341,526,197
342,526,197
343,526,197
344,527,197
