,0,1
0,120,184
1,120,184
2,120,184
3,120,184
4,120,184
5,120,184
6,120,184
7,120,184
8,120,184
9,120,184
10,120,184
11,120,184
12,120,184
13,120,184
14,120,184
15,120,184
16,120,184
17,120,184
18,120,183
19,120,183
20,120,183
21,120,184
22,120,184
23,120,184
24,120,184
25,120,184
26,120,184
27,120,184
28,120,184
29,120,183
30,120,184
31,120,184
32,120,184
33,120,184
34,120,184
35,120,184
36,120,184
37,120,184
38,120,184
39,120,184
40,120,184
41,120,184
42,120,184
43,120,184
44,120,184
45,120,184
46,120,184
47,120,184
48,120,184
49,120,184
50,120,184
51,120,184
52,120,184
53,120,183
54,120,184
55,120,184
56,120,184
57,120,183
58,120,183
59,120,184
60,120,183
61,120,184
62,120,184
63,120,184
64,120,184
65,120,184
66,120,184
67,120,184
68,120,184
69,120,184
70,120,184
71,120,184
72,120,184
73,120,184
74,120,184
75,120,184
76,120,184
77,120,184
78,120,184
79,120,184
80,120,184
81,120,184
82,121,184
83,121,184
84,121,184
85,121,184
86,121,184
87,121,183
88,121,184
89,121,183
90,121,183
91,121,183
92,121,183
93,121,183
94,121,183
95,121,183
96,121,183
97,121,183
98,121,183
99,121,183
100,122,184
101,122,184
102,122,184
103,122,184
104,122,184
105,122,184
106,123,184
107,123,184
108,123,183
109,123,183
110,123,183
111,123,183
112,123,184
113,123,183
114,123,183
115,123,184
116,123,184
117,124,184
118,124,184
119,124,184
120,124,184
121,124,184
122,125,184
123,125,184
124,125,184
125,125,184
126,125,184
127,125,184
128,125,184
129,125,183
130,126,184
131,126,184
132,126,184
133,126,184
134,126,184
135,127,184
136,127,183
137,127,183
138,127,184
139,127,184
140,127,184
141,127,184
142,128,184
143,128,184
144,129,184
145,129,184
146,129,184
147,129,184
148,129,184
149,129,184
150,129,184
151,129,184
152,130,184
153,131,184
154,131,184
155,131,184
156,131,184
157,131,184
158,131,184
159,131,184
160,132,184
161,133,184
162,133,184
163,133,184
164,133,184
165,133,184
166,134,184
167,134,184
168,134,184
169,134,184
170,135,184
171,135,184
172,135,184
173,135,184
174,135,184
175,136,184
176,136,184
177,136,184
178,137,184
179,137,184
180,137,184
181,137,184
182,137,184
183,138,184
184,138,184
185,139,184
186,139,184
187,139,184
188,139,184
189,139,184
190,139,184
