,0,1
0,120,182
1,120,182
2,120,182
3,120,182
4,120,182
5,120,182
6,120,182
7,120,182
8,120,182
9,120,182
10,120,182
11,120,182
12,120,182
13,120,182
14,120,182
15,120,182
16,120,182
17,120,182
18,120,182
19,120,182
20,120,182
21,120,182
22,120,182
23,120,182
24,120,182
25,120,182
26,120,182
27,121,183
28,121,183
29,121,183
30,121,183
31,121,182
32,121,183
33,121,182
34,121,182
35,123,183
36,123,183
37,123,183
38,123,182
39,123,182
40,124,182
41,124,182
42,124,182
43,125,182
44,125,182
45,126,182
46,126,183
47,127,183
48,128,182
49,128,183
50,129,183
51,129,183
52,131,183
53,131,183
54,132,183
55,133,183
56,135,183
57,135,183
58,135,183
59,139,183
60,139,183
61,139,183
62,140,183
63,144,183
64,145,183
65,145,183
66,149,183
67,149,183
68,150,183
69,151,183
70,152,183
71,157,183
72,158,183
73,159,183
74,159,183
75,160,183
76,165,183
77,167,183
78,167,183
79,168,183
80,169,183
81,176,184
82,178,184
83,179,184
84,179,184
85,181,184
86,181,184
87,188,184
88,190,184
89,191,184
90,192,184
91,199,184
92,201,184
93,203,185
94,205,185
95,207,185
96,217,185
97,218,185
98,219,185
99,221,185
100,227,185
101,233,185
102,235,185
103,237,185
104,246,186
105,251,186
106,253,186
107,255,186
108,257,186
109,261,187
110,272,187
111,275,187
112,277,187
113,278,187
114,288,187
115,293,187
116,294,188
117,307,188
118,310,188
119,312,188
120,313,188
121,324,189
122,327,189
123,330,189
124,333,189
125,336,189
126,338,189
127,348,190
128,351,190
129,353,190
130,354,190
131,366,190
132,371,191
133,372,191
134,373,191
135,383,191
136,388,191
137,389,191
138,392,191
139,403,192
140,406,192
141,407,192
142,409,192
143,410,192
144,411,193
145,420,193
146,423,193
147,424,193
148,425,193
149,434,193
150,437,193
151,448,194
152,451,194
153,451,194
154,453,194
155,454,194
156,461,195
157,463,195
158,465,195
159,466,195
160,468,195
161,471,195
162,477,195
163,479,195
164,479,195
165,480,195
166,487,195
167,489,195
168,490,196
169,491,195
170,497,196
171,497,196
172,498,196
173,499,196
174,499,196
175,505,196
176,505,196
177,505,196
178,506,196
179,507,196
180,509,196
181,511,196
182,511,196
183,511,196
184,513,196
185,515,197
186,515,197
187,516,196
188,516,196
189,517,196
190,517,197
191,519,196
192,519,197
193,519,197
194,519,197
195,521,197
196,521,197
197,521,197
198,523,196
199,523,196
200,523,196
201,523,196
202,523,196
203,523,196
204,524,196
205,525,196
206,525,196
207,525,196
208,525,196
209,525,196
210,525,196
211,525,196
212,525,196
213,525,196
214,526,196
215,526,196
216,526,196
217,526,196
218,526,196
219,527,196
